,poverty,ave_household_size,p_highschool_plus,p_bachelors_plus,p_native_born,p_unemployed,p_occ_business_science_art,p_occ_service,p_occ_sales_office,p_occ_resources_construction,p_occ_production_transport,med_household_income,mean_household_income,p_household_owner_occupied,p_household_renter_occupied,p_grapi_15,p_grapi_15-19.9,p_grapi_20-24.9,p_grapi_25-29.9,p_grapi_30-34.9,p_grapi_35,total_pop,p_race_white,p_race_black,p_race_am_indian,p_race_asian,p_race_nat_hawaiian_pac_islander,p_race_other,p_race_hispanic
130,0.0,2.56,92.1,19.4,98.3,1.7,19.5,12.7,34.7,16.1,16.9,41250.0,58526.0,87.1,12.9,0.0,62.5,0.0,0.0,0.0,37.5,238,95.0,4.2,0.0,0.0,0.0,1.3,7.6
132,0.0,2.99,95.6,27.0,98.9,5.1,41.5,8.5,28.7,6.8,14.5,72500.0,75931.0,86.1,13.9,0.0,60.0,20.0,5.0,0.0,15.0,1141,84.5,16.1,0.0,2.1,0.0,0.0,3.2
133,1.0,2.44,83.4,24.7,93.4,6.2,32.5,18.7,22.1,9.0,17.8,43176.0,61426.0,61.8,38.2,15.7,14.8,10.9,10.8,9.1,38.8,54844,72.3,23.2,1.5,0.8,0.0,5.1,12.9
136,1.0,2.33,85.0,23.3,99.4,12.0,34.2,18.6,22.3,10.7,14.3,26908.0,47930.0,58.1,41.9,17.9,13.0,2.7,8.5,16.1,41.7,6999,43.0,56.4,0.0,0.0,0.0,0.6,0.6
137,1.0,1.93,65.5,9.9,100.0,8.3,33.3,19.7,9.1,7.6,30.3,23750.0,32170.0,70.1,29.9,27.6,0.0,0.0,17.2,31.0,24.1,187,87.7,12.3,0.0,0.0,0.0,0.0,0.0
138,0.0,2.44,83.0,7.9,100.0,2.5,30.9,7.7,28.8,9.9,22.7,36406.0,47838.0,76.0,24.0,0.0,28.3,10.9,2.2,0.0,58.7,569,99.5,0.0,0.0,0.0,1.9,0.0,1.4
139,1.0,2.57,83.2,10.5,100.0,11.5,27.7,18.7,14.1,12.8,26.7,36364.0,61996.0,79.3,20.7,22.1,3.8,2.3,26.7,14.5,30.5,2212,81.6,19.0,0.2,0.7,0.0,0.0,0.0
140,1.0,2.57,87.0,24.8,97.4,8.1,34.1,18.8,25.7,8.6,12.9,43316.0,64531.0,58.8,41.2,15.1,12.8,13.1,10.2,8.5,40.3,67784,64.0,34.8,0.9,1.5,0.1,0.7,3.3
141,1.0,2.79,76.5,10.2,100.0,11.7,15.3,14.2,25.5,11.6,33.5,25385.0,40720.0,65.8,34.2,16.4,25.0,15.6,4.7,1.6,36.7,1377,92.7,11.5,5.5,0.0,0.0,0.7,0.4
142,1.0,3.34,84.7,6.3,95.6,8.2,27.8,18.3,15.0,7.8,31.1,41667.0,49344.0,63.6,36.4,7.3,17.4,0.0,4.6,11.0,59.6,1202,99.0,0.0,0.0,0.4,0.0,1.0,7.4
143,1.0,2.59,70.9,12.1,99.4,32.5,3.6,15.7,33.7,24.1,22.9,21827.0,29187.0,55.4,44.6,12.2,2.4,9.8,7.3,2.4,65.9,313,60.4,39.6,0.0,0.0,0.0,0.6,0.0
144,0.0,2.75,82.5,18.9,97.6,4.3,40.9,17.5,13.8,25.3,2.6,41964.0,61050.0,87.2,12.8,0.0,0.0,0.0,0.0,23.8,76.2,899,97.6,2.8,0.0,3.6,0.0,0.0,0.0
145,1.0,2.94,87.8,10.9,99.5,8.8,21.9,16.4,21.2,7.5,32.9,40000.0,52899.0,84.6,15.4,5.9,0.0,0.0,41.2,17.6,35.3,382,99.5,0.0,0.0,0.0,0.0,0.5,2.6
146,1.0,2.62,81.9,6.4,98.1,12.5,15.8,19.4,25.2,10.3,29.3,30601.0,38885.0,46.6,53.4,12.5,17.7,8.2,9.1,7.4,45.1,3017,72.5,28.2,0.3,0.0,0.0,0.0,5.7
148,0.0,2.56,88.1,16.7,96.5,4.9,27.6,11.4,31.8,17.4,11.8,42500.0,54176.0,71.4,28.6,3.7,9.9,23.5,0.0,30.9,32.1,983,86.3,17.6,1.2,1.2,1.8,0.0,7.5
149,1.0,2.72,90.0,10.8,100.0,9.7,26.2,25.4,45.8,2.7,0.0,30547.0,33899.0,63.2,36.8,33.3,0.0,0.0,9.4,36.5,20.8,813,40.1,59.9,0.0,0.0,0.0,0.0,0.0
150,0.0,2.95,83.8,7.7,100.0,6.2,32.0,13.1,22.1,4.1,28.7,42045.0,60779.0,61.3,38.8,0.0,35.0,5.0,40.0,20.0,0.0,236,100.0,0.0,0.0,0.4,0.0,0.0,0.0
152,1.0,2.6,74.9,13.7,99.2,10.2,21.1,21.8,20.1,15.6,21.4,31000.0,44850.0,52.7,47.3,10.2,9.4,11.3,13.1,6.2,49.9,3863,55.7,44.6,0.9,1.8,0.0,0.2,2.1
153,0.0,2.36,88.1,19.7,97.1,8.4,20.4,18.7,38.3,12.9,9.5,36333.0,48739.0,53.2,46.8,21.4,17.4,8.2,1.8,4.6,46.6,1612,96.7,0.7,3.7,0.0,0.0,0.0,4.5
154,1.0,2.66,91.3,21.3,100.0,8.3,29.1,14.5,16.4,14.5,25.5,54375.0,44187.0,74.5,25.5,0.0,54.5,0.0,0.0,0.0,45.5,151,94.0,6.0,2.0,0.0,0.0,0.0,1.3
155,0.0,2.72,79.7,20.6,99.6,1.0,31.6,16.8,20.9,10.7,19.9,52857.0,59055.0,82.3,17.7,27.8,5.6,27.8,22.2,0.0,16.7,446,87.4,12.6,1.3,0.0,0.0,0.0,2.0
156,1.0,3.36,69.5,5.8,87.7,15.7,10.0,24.1,28.1,23.3,14.6,29464.0,42876.0,64.6,35.4,22.5,10.6,4.9,9.9,10.6,41.5,1717,62.3,22.0,1.5,0.2,0.0,16.4,22.2
157,0.0,2.61,89.5,13.2,100.0,34.8,20.0,0.0,20.0,20.0,40.0,48125.0,57594.0,83.3,16.7,66.7,33.3,0.0,0.0,0.0,0.0,47,23.4,76.6,0.0,0.0,0.0,0.0,0.0
158,0.0,3.17,94.3,46.6,97.1,7.2,52.0,6.8,18.0,4.7,18.5,90682.0,125098.0,82.6,17.4,8.8,8.2,32.9,17.6,0.0,32.4,3104,84.1,16.5,0.0,2.0,0.0,1.3,3.1
159,1.0,2.56,89.4,29.1,95.2,5.9,35.4,18.0,21.5,10.6,14.6,54304.0,70328.0,57.5,42.5,10.7,17.3,18.6,12.5,6.2,34.8,27776,74.9,22.8,1.2,3.1,0.2,0.9,8.5
160,1.0,2.34,84.2,14.9,100.0,33.3,31.6,0.0,44.7,10.5,13.2,20729.0,25455.0,57.7,42.3,0.0,0.0,12.5,0.0,0.0,87.5,166,10.2,89.8,0.0,0.0,0.0,0.0,0.0
161,1.0,3.64,85.2,16.4,100.0,20.0,26.7,0.0,23.3,38.3,11.7,49688.0,44107.0,47.5,52.5,0.0,27.3,0.0,9.1,31.8,31.8,215,64.7,35.3,2.8,0.0,0.0,0.0,0.0
162,1.0,2.58,80.5,17.0,97.0,14.2,27.4,17.0,25.8,7.2,22.7,33444.0,48256.0,53.8,46.2,12.6,11.5,14.8,11.9,10.0,39.2,12467,44.8,50.6,0.2,1.2,0.0,3.9,4.6
163,1.0,2.32,80.3,0.0,100.0,20.5,21.2,0.0,34.8,22.7,21.2,43977.0,46636.0,81.3,18.7,0.0,0.0,0.0,40.0,0.0,60.0,311,100.0,0.0,0.0,0.0,0.0,0.0,12.5
164,1.0,2.67,75.4,14.6,100.0,16.9,30.5,20.9,35.9,7.8,5.0,21667.0,34230.0,60.0,40.0,0.0,4.6,4.1,29.6,18.3,43.5,2761,21.3,78.7,0.0,0.0,0.0,1.3,1.3
165,0.0,2.86,91.9,26.1,99.0,14.5,32.2,8.7,20.4,10.4,28.3,56406.0,81059.0,81.4,18.6,0.0,42.9,28.6,0.0,14.3,14.3,584,99.3,0.0,0.7,0.7,0.0,0.0,0.0
166,1.0,2.95,83.3,6.1,98.9,24.6,11.4,16.4,47.1,1.8,23.2,22031.0,33937.0,49.8,50.2,1.3,5.8,16.3,22.6,2.9,51.1,3742,40.2,59.8,4.2,0.0,1.2,0.0,3.0
167,1.0,3.14,89.1,17.9,98.0,8.8,23.2,16.7,18.7,14.1,27.3,40625.0,51978.0,66.4,33.6,26.5,0.0,18.4,12.2,14.3,28.6,1092,92.0,11.8,0.7,0.3,0.0,0.0,0.0
168,1.0,2.24,90.0,17.6,99.8,12.3,23.4,20.1,30.4,6.6,19.5,36211.0,43214.0,58.4,41.6,4.7,13.2,20.6,10.6,11.7,39.2,10850,7.8,93.5,0.5,0.3,0.1,0.7,0.8
170,0.0,2.71,95.5,51.0,94.9,3.9,46.7,19.1,23.8,4.5,6.0,66074.0,100780.0,75.7,24.3,11.8,10.4,7.9,13.2,9.6,47.3,19561,92.8,5.1,0.3,1.4,0.0,1.1,5.2
171,1.0,2.92,81.7,10.7,86.6,6.6,26.1,16.2,15.5,15.5,26.8,35625.0,45071.0,73.7,26.3,12.5,15.0,32.5,17.5,15.0,7.5,522,98.1,1.5,1.5,1.9,0.0,0.0,20.5
172,1.0,2.7,72.7,10.9,99.6,9.6,23.7,19.3,15.7,18.0,23.3,40125.0,53257.0,66.9,33.1,6.1,18.4,11.4,14.0,14.0,36.0,1372,95.7,4.1,2.3,0.0,0.0,0.0,1.0
174,1.0,2.3,83.9,23.0,98.2,10.6,31.5,19.4,20.2,9.0,19.9,32074.0,48186.0,54.0,46.0,13.8,13.9,2.8,11.8,15.6,42.2,4421,71.2,30.3,0.9,1.5,1.5,0.0,4.0
175,1.0,2.44,77.0,7.7,100.0,0.0,39.6,14.9,21.1,5.0,19.5,34113.0,50555.0,90.7,9.3,0.0,0.0,41.7,58.3,0.0,0.0,1395,95.6,4.4,2.7,0.0,0.0,0.0,0.0
177,1.0,2.67,71.6,5.7,100.0,10.0,27.8,7.8,8.9,17.8,37.8,43000.0,68325.0,84.7,15.3,50.0,0.0,0.0,0.0,0.0,50.0,192,29.2,70.3,0.0,0.0,0.0,0.5,0.0
178,1.0,2.75,82.6,11.1,99.8,27.2,21.0,15.3,32.4,6.7,24.6,23750.0,37634.0,61.0,39.0,16.8,13.0,7.0,13.5,7.0,42.7,1770,50.3,45.4,3.4,0.0,0.0,2.4,2.4
179,1.0,2.1,84.8,7.5,98.2,3.5,20.2,16.1,45.0,13.6,5.0,27057.0,40460.0,75.5,24.5,13.7,13.7,22.2,17.0,3.9,29.4,1751,83.5,15.4,3.9,0.0,0.3,0.0,1.1
180,1.0,2.16,85.5,27.1,97.2,6.4,32.5,20.8,27.0,7.0,12.7,37843.0,51264.0,54.4,45.6,12.7,15.2,14.2,12.4,8.1,37.3,39824,79.8,20.0,0.7,0.9,0.1,0.4,3.4
181,0.0,2.21,91.7,26.2,95.6,10.5,35.3,20.1,27.4,9.0,8.2,42468.0,53809.0,67.3,32.7,13.2,6.2,7.1,17.0,11.4,45.1,17315,81.0,15.9,0.7,0.7,0.0,2.3,3.9
182,1.0,2.6,94.3,25.1,98.7,10.0,34.4,14.3,29.9,6.8,14.6,51924.0,62302.0,79.1,20.9,7.6,16.3,7.8,0.0,10.3,57.9,10118,24.6,74.1,1.2,0.3,0.0,1.0,2.5
183,1.0,3.05,74.6,10.2,99.6,13.4,27.3,6.2,15.5,8.1,42.9,28047.0,33333.0,75.7,24.3,12.9,0.0,0.0,12.9,0.0,74.2,740,24.9,69.6,5.5,0.0,0.0,0.0,0.1
184,1.0,2.63,72.5,15.5,100.0,9.3,30.1,8.7,15.8,9.9,35.4,33977.0,45912.0,60.2,39.8,34.5,13.1,8.9,0.0,4.2,39.3,1575,17.5,82.5,0.0,0.0,0.0,0.0,0.0
185,1.0,2.65,71.3,14.6,90.0,6.8,26.7,15.3,21.0,11.5,25.4,41320.0,52756.0,61.2,38.8,17.2,25.8,12.1,13.3,10.2,21.3,14017,85.0,4.1,1.9,1.4,4.0,7.6,20.7
186,1.0,3.33,98.7,33.6,97.0,16.4,43.6,19.0,10.9,3.8,22.8,65307.0,68497.0,0.0,100.0,14.9,20.2,17.2,12.2,12.0,23.5,5149,84.6,10.1,1.4,6.4,0.6,4.7,14.5
187,0.0,2.23,85.1,33.3,100.0,4.9,41.0,17.9,16.7,7.7,16.7,48333.0,79127.0,87.2,12.8,0.0,0.0,0.0,0.0,100.0,0.0,192,51.6,46.4,0.0,0.0,0.0,2.1,2.1
189,1.0,2.7,75.3,6.8,98.6,24.3,15.8,20.0,20.0,25.5,18.8,20163.0,39218.0,50.5,49.5,31.4,15.4,16.7,3.2,0.0,33.3,1400,48.1,47.9,3.1,2.3,0.0,0.0,0.0
191,1.0,2.74,71.5,8.2,96.9,6.5,18.5,16.2,23.8,11.5,30.0,37292.0,49289.0,72.9,27.1,7.7,26.9,19.2,15.4,15.4,15.4,293,99.0,0.0,0.3,1.0,0.0,0.0,0.3
192,1.0,2.64,76.5,0.0,100.0,41.5,27.1,16.7,33.3,8.3,14.6,29750.0,30593.0,80.0,20.0,25.0,75.0,0.0,0.0,0.0,0.0,224,74.6,25.4,0.0,0.0,0.0,0.0,0.0
193,0.0,2.33,90.3,26.7,92.2,4.4,38.4,14.2,26.6,8.6,12.2,58053.0,62986.0,71.2,28.8,16.7,28.5,14.2,10.0,7.6,23.0,9012,76.3,15.9,1.5,2.6,0.0,5.1,8.6
194,0.0,2.76,83.8,13.1,99.4,3.5,22.2,13.5,25.0,15.2,24.0,44938.0,54681.0,60.8,39.2,25.6,14.9,15.5,4.8,7.1,32.1,1478,98.0,1.2,4.3,0.0,0.0,0.3,0.8
195,1.0,2.48,77.3,15.6,95.7,9.6,26.3,22.3,20.5,7.9,23.0,30925.0,45804.0,60.6,39.4,15.2,9.0,10.5,17.7,9.7,37.9,35832,61.7,36.1,1.7,1.1,0.0,1.4,6.0
196,1.0,3.12,89.7,15.9,100.0,0.0,19.2,16.7,1.3,14.1,48.7,15000.0,38145.0,54.1,45.9,0.0,32.3,9.7,0.0,0.0,58.1,231,14.7,85.3,6.1,0.0,0.0,0.0,0.0
198,0.0,2.57,88.5,17.6,99.4,4.5,28.6,0.0,34.9,17.5,19.0,62917.0,60743.0,81.5,18.5,0.0,100.0,0.0,0.0,0.0,0.0,167,89.2,10.8,0.0,0.0,0.0,0.0,0.0
199,1.0,2.66,83.0,12.7,100.0,9.7,20.4,24.0,24.6,12.6,18.6,34375.0,46460.0,76.5,23.5,25.7,0.0,0.0,17.1,0.0,57.1,498,100.0,0.0,4.8,0.0,0.0,0.0,0.0
200,0.0,2.47,92.6,28.5,98.3,5.5,46.9,11.8,22.5,7.8,10.9,63083.0,75418.0,82.4,17.6,29.8,5.9,13.8,15.8,5.2,29.6,13799,84.2,11.9,0.4,2.5,0.0,1.4,1.9
201,1.0,2.16,83.0,17.0,100.0,8.0,46.4,15.9,14.5,8.7,14.5,28500.0,41640.0,76.7,23.3,0.0,40.0,0.0,0.0,40.0,20.0,194,96.4,0.0,2.6,1.0,1.0,0.0,0.0
202,1.0,2.76,84.4,15.0,98.7,6.6,54.5,5.1,18.2,15.2,7.1,37344.0,42322.0,71.2,28.8,0.0,16.7,0.0,5.6,0.0,77.8,306,44.1,55.9,0.0,0.0,0.0,1.3,1.3
203,1.0,2.38,76.1,12.5,97.1,10.4,18.1,24.4,14.3,18.5,24.8,36890.0,47031.0,67.1,32.9,38.8,9.3,11.8,0.0,16.3,23.9,4407,84.0,16.2,0.0,2.4,0.0,0.0,1.2
204,1.0,2.93,72.0,8.6,98.9,19.4,18.9,33.5,15.0,7.8,24.8,19467.0,30810.0,49.1,50.9,8.6,15.7,0.0,1.5,11.1,63.1,1787,25.3,72.5,0.4,1.8,0.0,0.0,0.0
205,0.0,2.54,87.0,16.6,99.7,0.8,29.1,15.5,26.0,12.4,17.0,39091.0,54782.0,63.7,36.3,20.5,6.8,8.5,10.3,12.8,41.0,906,98.7,0.0,4.4,0.0,0.0,0.0,0.4
206,1.0,2.28,82.5,12.6,99.4,10.8,27.3,18.2,30.3,21.2,3.0,18958.0,33703.0,49.3,50.7,0.0,0.0,0.0,28.6,14.3,57.1,162,63.0,38.9,0.0,0.0,0.0,0.0,0.0
207,0.0,2.28,83.7,16.3,98.5,7.2,32.5,13.4,13.9,18.0,22.2,46250.0,52944.0,76.8,23.2,87.5,0.0,0.0,0.0,0.0,12.5,412,81.1,18.9,0.0,1.0,0.0,0.0,0.0
208,0.0,2.59,81.8,18.0,99.6,10.9,27.3,10.5,26.4,15.6,20.1,49957.0,61367.0,74.6,25.4,31.2,5.2,12.6,0.0,25.3,25.8,5116,94.8,2.9,4.2,0.0,0.0,0.3,0.3
209,1.0,2.2,88.9,15.3,100.0,6.9,24.2,26.3,18.9,28.4,2.1,28333.0,42776.0,79.1,20.9,0.0,14.3,57.1,0.0,0.0,28.6,189,77.8,10.1,6.3,15.3,0.0,0.0,0.0
211,0.0,3.01,75.8,16.0,86.8,6.9,27.3,8.6,28.0,15.5,20.6,50962.0,63101.0,76.6,23.4,41.2,12.8,18.9,5.4,0.0,21.6,2578,90.6,0.0,1.0,2.4,0.0,7.7,24.6
212,1.0,2.56,70.2,7.9,96.8,21.7,11.4,23.2,6.0,11.2,48.2,22284.0,33100.0,70.6,29.4,41.1,0.0,10.6,11.3,16.3,20.6,1664,11.9,88.1,0.0,0.0,0.0,0.0,0.0
213,1.0,2.42,82.1,9.1,97.9,16.2,18.8,23.9,22.4,13.3,21.5,32031.0,43288.0,49.4,50.6,4.7,31.0,12.9,15.7,5.3,30.4,1825,54.2,46.3,0.9,0.0,0.5,5.8,5.8
214,1.0,2.35,59.8,3.1,100.0,28.0,11.1,19.4,15.3,13.9,40.3,24097.0,31864.0,69.1,30.9,14.3,7.1,3.6,21.4,7.1,46.4,289,15.9,84.4,0.0,0.0,0.0,0.0,0.0
215,1.0,2.28,73.5,11.6,100.0,4.0,18.8,8.3,25.0,6.3,41.7,21875.0,43964.0,65.2,34.8,0.0,0.0,0.0,12.5,25.0,62.5,203,7.9,99.0,0.0,0.0,0.0,0.0,0.0
216,1.0,2.85,76.8,27.0,99.7,14.0,33.3,5.4,31.5,24.3,5.4,42083.0,43771.0,62.2,37.8,21.7,0.0,52.2,26.1,0.0,0.0,362,90.3,7.7,1.4,0.0,0.6,0.0,3.0
218,0.0,3.12,87.4,12.0,99.6,9.1,21.1,21.2,23.9,11.9,21.9,61925.0,72782.0,87.9,12.1,14.8,45.8,0.0,0.0,0.0,39.4,4076,97.1,2.6,0.3,0.0,0.0,0.0,0.5
219,0.0,2.77,85.5,23.5,98.1,10.3,28.0,20.5,23.1,7.4,20.9,54583.0,73274.0,75.2,24.8,20.8,11.1,6.9,22.2,22.2,16.7,1017,98.6,1.1,1.0,1.0,0.0,1.0,1.4
220,0.0,2.14,91.9,22.7,95.9,6.4,29.8,12.5,32.9,5.6,19.2,50742.0,56638.0,74.3,25.7,10.0,10.8,9.0,14.0,2.2,54.1,5295,54.4,42.7,0.0,2.2,0.0,1.5,5.7
221,0.0,2.55,81.6,6.4,99.6,13.1,22.7,11.4,35.3,15.1,15.5,45521.0,51920.0,84.2,15.8,12.6,20.2,22.7,16.8,10.1,17.6,1983,77.3,22.3,0.9,0.4,0.0,0.0,0.0
222,1.0,2.24,81.1,15.5,99.7,15.4,35.3,23.8,19.2,5.3,16.3,21571.0,42949.0,46.6,53.4,21.5,6.9,14.6,9.8,7.7,39.5,2452,30.7,68.3,0.0,0.2,0.0,0.9,0.0
223,1.0,2.8,80.8,21.6,97.8,6.8,33.6,18.2,15.6,6.6,26.0,36518.0,47742.0,58.3,41.7,21.6,17.7,10.4,7.1,12.0,31.3,7766,41.8,56.9,0.4,2.8,0.0,0.0,0.4
224,1.0,2.61,84.8,8.1,95.1,3.3,33.1,11.8,30.7,8.4,15.9,34444.0,39144.0,70.7,29.3,4.0,10.7,4.0,12.0,8.0,61.3,732,69.4,35.4,0.4,0.4,0.0,0.0,12.8
225,1.0,2.44,84.5,22.0,99.5,12.9,32.6,12.3,26.9,7.1,21.1,38365.0,56241.0,59.5,40.5,23.1,14.7,2.1,5.6,2.8,51.7,1555,55.5,44.5,0.0,0.0,0.0,0.0,0.5
226,1.0,2.28,83.3,11.4,100.0,11.9,26.5,13.0,26.1,8.5,25.9,24556.0,42336.0,58.9,41.1,12.9,2.8,2.8,16.5,15.4,49.6,2413,89.3,12.0,0.8,0.8,0.0,0.7,1.5
228,0.0,2.07,96.7,35.4,97.7,7.9,40.9,21.1,26.5,7.7,3.8,50227.0,75526.0,60.2,39.8,12.0,18.6,10.3,13.5,9.6,35.9,11358,98.0,0.3,1.1,1.0,0.0,0.4,3.3
229,1.0,2.4,82.4,30.8,93.6,7.5,39.7,14.2,20.7,8.1,17.2,42308.0,63794.0,61.9,38.1,24.2,9.1,15.4,9.9,8.9,32.5,8333,85.4,13.0,0.9,1.5,0.2,0.9,2.7
230,1.0,2.57,85.4,14.2,100.0,13.1,31.8,9.3,17.8,9.3,31.8,31094.0,45386.0,55.8,44.2,7.6,11.4,11.4,16.2,5.7,47.6,726,78.7,22.3,8.4,1.1,0.1,0.0,1.4
231,0.0,2.61,82.1,1.5,100.0,30.8,22.2,11.1,6.7,22.2,37.8,37500.0,51354.0,82.6,17.4,0.0,37.5,0.0,0.0,0.0,62.5,120,97.5,6.7,0.0,0.0,0.0,0.0,0.0
232,1.0,2.43,79.2,11.3,99.5,7.7,25.9,21.6,21.3,16.8,14.4,36136.0,43649.0,73.9,26.1,33.0,20.9,17.6,0.0,5.5,23.1,1281,99.0,0.0,0.7,0.3,0.0,0.0,1.1
233,1.0,2.1,96.4,22.3,100.0,0.0,15.9,0.0,20.3,22.5,41.3,62857.0,60716.0,61.0,39.0,43.9,0.0,0.0,0.0,0.0,56.1,306,100.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,2.39,87.5,28.8,100.0,3.3,35.6,10.2,27.1,16.9,10.2,61250.0,65609.0,84.8,15.2,33.3,33.3,33.3,0.0,0.0,0.0,110,92.7,7.3,0.0,0.0,0.0,0.0,0.0
235,1.0,2.46,76.5,13.1,95.0,11.7,17.4,13.2,31.1,10.5,27.8,28375.0,36963.0,48.8,51.2,18.1,22.7,7.0,22.1,7.8,22.3,3999,96.6,1.5,0.8,0.0,0.3,1.9,9.9
236,0.0,2.4,80.7,12.9,99.3,5.0,23.5,16.5,28.9,9.9,21.1,39533.0,56652.0,63.5,36.5,5.3,21.3,7.5,15.4,20.8,29.7,6718,91.1,10.4,1.3,0.1,0.0,0.5,2.5
237,0.0,2.59,75.6,13.2,99.8,6.4,25.6,20.5,15.5,13.2,25.1,41250.0,66964.0,77.4,22.6,7.9,18.4,28.9,2.6,0.0,42.1,549,98.5,1.5,2.4,0.9,0.0,0.0,0.0
238,1.0,2.26,74.0,12.3,97.6,14.0,20.8,20.5,28.7,8.3,21.8,31424.0,43719.0,57.8,42.2,3.1,12.0,9.1,12.6,7.2,56.0,3297,94.0,6.8,0.8,0.0,0.0,0.4,5.0
239,1.0,2.63,79.4,10.3,99.8,9.2,22.6,12.5,33.3,18.2,13.4,37321.0,51841.0,78.0,22.0,9.8,0.0,0.0,19.6,11.8,58.8,1486,77.7,23.6,0.1,0.3,0.0,0.0,0.2
240,1.0,2.4,76.1,10.6,99.2,12.1,28.0,22.5,21.8,10.6,17.1,27014.0,44569.0,61.9,38.1,18.5,8.5,13.2,10.7,7.2,42.0,2605,74.0,24.2,3.0,0.0,0.0,0.0,3.1
241,0.0,2.62,91.4,24.2,97.8,5.0,33.6,13.4,29.5,9.4,14.0,57041.0,70634.0,73.5,26.5,15.4,20.1,13.5,12.5,10.6,27.9,14395,88.9,8.7,0.5,2.8,0.0,0.0,1.3
242,0.0,3.01,93.5,34.7,98.1,2.7,38.6,19.4,24.6,4.2,13.2,86250.0,101711.0,80.2,19.8,47.1,14.1,7.3,23.4,8.1,0.0,5839,80.2,20.3,0.0,1.8,0.0,1.0,3.6
243,0.0,1.49,100.0,6.7,100.0,0.0,48.3,0.0,41.7,0.0,10.0,38889.0,46820.0,63.8,36.3,0.0,0.0,0.0,0.0,0.0,100.0,119,100.0,0.0,36.1,0.0,0.0,0.0,0.0
244,0.0,2.75,86.2,15.1,99.2,5.6,35.3,18.8,14.1,12.5,19.3,52852.0,70256.0,85.6,14.4,25.0,5.0,5.0,6.7,5.0,53.3,1207,94.7,2.4,2.7,0.7,0.5,0.6,0.6
245,1.0,2.64,68.9,8.6,99.7,14.0,13.4,32.2,17.6,10.1,26.6,20333.0,36154.0,54.0,46.0,9.8,5.5,19.5,3.0,7.9,54.3,1186,7.8,92.2,0.0,0.0,0.0,0.0,0.0
246,1.0,2.53,84.7,14.8,99.8,7.8,27.0,18.9,25.5,8.3,20.2,39563.0,55216.0,84.3,15.7,6.9,0.0,0.0,41.0,6.0,46.1,3554,87.0,13.9,0.4,1.4,0.0,0.0,0.0
247,0.0,2.53,83.7,23.9,99.4,8.3,35.1,16.1,21.1,14.1,13.6,48877.0,63816.0,84.3,15.7,23.9,4.3,17.4,4.7,4.0,45.7,4648,69.4,29.9,0.0,0.8,0.5,0.7,0.7
248,1.0,2.55,81.3,16.4,100.0,12.3,41.0,24.0,8.0,6.0,21.0,28500.0,50987.0,71.4,28.6,6.7,0.0,16.7,36.7,0.0,40.0,286,92.0,8.0,0.0,0.0,0.0,0.0,0.7
249,1.0,2.41,76.9,13.9,99.3,14.5,21.0,20.6,27.8,9.3,21.2,22435.0,39802.0,54.2,45.8,1.6,18.9,16.5,11.5,8.2,43.4,3448,90.9,10.8,0.3,0.3,0.0,0.2,0.4
250,0.0,2.73,97.2,50.9,95.9,2.7,50.7,10.3,27.6,5.1,6.2,84110.0,90754.0,94.3,5.7,28.7,14.5,12.9,14.2,9.7,20.0,17928,81.8,14.7,0.3,4.7,0.3,1.9,2.3
251,1.0,2.61,77.8,5.5,95.7,9.8,21.9,14.6,19.4,14.0,30.1,38558.0,46504.0,73.9,26.1,9.9,3.5,18.4,18.4,9.2,40.4,1987,91.4,0.0,4.1,0.9,0.0,5.8,5.8
252,0.0,2.15,92.0,31.2,99.2,3.9,32.0,10.2,32.0,13.6,12.2,54327.0,97455.0,90.4,9.6,11.8,29.4,23.5,0.0,0.0,35.3,380,99.2,0.3,4.5,0.5,0.0,0.0,0.0
253,0.0,2.98,99.6,67.3,93.9,2.4,56.4,15.1,24.2,1.5,2.8,149307.0,175703.0,98.0,2.0,0.0,40.5,0.0,59.5,0.0,0.0,5394,80.5,11.9,1.3,7.4,0.9,0.3,1.4
254,1.0,2.57,76.7,6.4,99.2,11.3,12.3,27.5,20.6,6.9,32.8,31667.0,43424.0,76.9,23.1,0.0,14.6,0.0,34.1,0.0,51.2,612,19.1,80.9,0.0,0.0,0.0,0.0,0.7
255,1.0,1.96,75.2,13.7,100.0,16.0,18.2,14.3,43.4,1.9,22.1,26829.0,35261.0,93.9,6.1,0.0,0.0,0.0,0.0,0.0,100.0,517,38.1,61.9,0.0,0.0,0.0,0.0,0.0
257,1.0,2.89,75.5,8.6,100.0,31.9,17.8,15.5,30.2,9.3,27.1,25500.0,39344.0,48.0,52.0,11.3,0.0,11.3,17.2,7.9,52.3,1035,7.2,92.6,0.0,0.0,0.0,0.2,0.0
258,0.0,2.39,70.6,13.9,99.1,7.4,24.0,22.0,7.3,14.0,32.7,41667.0,48525.0,69.7,30.3,32.1,32.1,0.0,0.0,0.0,35.7,339,99.1,0.0,0.0,1.5,0.0,0.0,0.0
259,0.0,2.53,91.4,18.9,99.4,2.0,37.8,17.2,18.3,9.8,17.0,48250.0,61696.0,80.9,19.1,17.4,10.7,9.9,0.0,7.0,55.0,4294,100.0,0.0,0.0,0.6,0.0,0.0,0.4
